NOME,MORADA,CODIGO POSTAL,EMAIL,NIF,CONTACTO
Yannis Matias Azevedo,Bairro de Ramalde Nº36,6593-476,Yannis.Azevedo@outlook.com,453436911,921256061
Andreea Machado Branco Mota,Avenida de Fontes Pereira de Melo Nº212,2393-202,Andreea.Mota@outlook.pt,754057108,928552917
Telmo Ruslan Rodrigues Oliveira Castro Martins,Avenida do Conselho da Europa Nº752,7752-791,Telmo.Martins@outlook.pt,597723797,963076309
Elson António Andrade Miranda Leal Martins,Avenida dos Aliados Nº593,6776-201,Elson.Martins@hotmail.com,537952680,910109833
Mohamed Delfim Pinho Abreu Leite Azevedo,Bairro de Casas Económicas do Amial Nº160,4313-360,Mohamed.Azevedo@isec.pt,411683121,918275528
Jan Gonçalves Correia,Avenida de Nun'Álvares Pereira Nº671,4647-701,Jan.Correia@hotmail.com,421924393,927189792
Breno Ferreira,Beco do Campo Nº549,4198-841,Breno.Ferreira@outlook.pt,491815265,934148473
Frederica Castro,Beco de Bonjóia Nº119,1743-396,Frederica.Castro@outlook.com,206130940,964938278
Ziyu Flávio Campos,Avenida 25 de Abril Nº319,2435-661,Ziyu.Campos@isec.pt,627724366,921997699
Aleksandr Zion Vicente Tavares Macedo,Bairro do Regado Nº426,4627-845,Aleksandr.Macedo@mundo.pt,726165400,962579086
Jonatã Emídio Silva Silva,Avenida de Fontes Pereira de Melo Nº979,1372-624,Jonatã.Silva@outlook.pt,526556001,922111856
Yasser Claudino Mendes Costa,Beco do Campo Alegre Nº578,2889-881,Yasser.Costa@isec.pt,243556962,923882484
Patrícia Eva Cardoso Castro,Bairro da Rainha D. Leonor Nº145,4413-690,Patrícia.Castro@outlook.pt,375440267,930215575
Isaac Borges Paiva Matias Gaspar,Beco do Campo Nº710,4879-333,Isaac.Gaspar@gmail.com,347756119,966997923
Esther Lívia Rodrigues Barros,Avenida do Dr. Antunes Guimarães Nº741,6264-160,Esther.Barros@isec.pt,755692525,929591584
Giovanny Nikita Esteves Tavares Sá Sá,Avenida do Dr. Antunes Guimarães Nº706,4182-992,Giovanny.Sá@isec.pt,692090507,910957041
Thaís Leal,Bairro de Casas Económicas de António Aroso Nº361,6838-034,Thaís.Leal@outlook.pt,671888113,964417755
Elsa Luciana Moreira Monteiro Brito,Bairro do Carvalhido Nº32,5337-893,Elsa.Brito@trabalho.pt,460664807,911310139
Elsa Anastacia Carvalho Lourenço,Beco de Passos Manuel Nº422,9326-819,Elsa.Lourenço@hotmail.com,223096034,932503454
Joseph Félix Silva Guerreiro Reis,Bairro do Lagarteiro Nº855,4366-444,Joseph.Reis@outlook.com,392413940,966010854
Ciara Dulce Henriques Maia Mendes,Bairro do Lagarteiro Nº122,6499-327,Ciara.Mendes@isec.pt,652064595,960019799
Nayara Rocha,Alameda de Cláudio Carneiro Nº822,2822-566,Nayara.Rocha@outlook.com,784036267,966211557
Martinho Henriques,Bairro do Regado Nº394,2213-965,Martinho.Henriques@trabalho.pt,213670812,966580803
Luis Dário Fernandes,Alameda de 25 de Abril Nº543,6844-259,Luis.Fernandes@outlook.pt,381844172,934115883
Thomaz Bruno Martins,Beco do Meiral Nº82,5797-786,Thomaz.Martins@trabalho.pt,205677306,939398159
Décio Mário Gonçalves Lourenço Araújo Antunes,Bairro de Francos Nº41,7134-853,Décio.Antunes@isec.pt,523081387,922853852
Théo Élio Antunes Nunes Barros Andrade,Avenida de Sidónio Pais Nº582,8299-211,Théo.Andrade@mundo.pt,698847471,919009656
Aleksander Reis,Bairro de Casas Económicas da Azenha Nº660,6198-253,Aleksander.Reis@outlook.pt,306819502,929085905
Dionísio Kelson Martins Matias Esteves Carneiro,Beco do Machado Nº868,9851-169,Dionísio.Carneiro@trabalho.pt,683861411,923473977
Mickael Luka Figueiredo Loureiro Pinho,Beco do Machado Nº114,2124-492,Mickael.Pinho@hotmail.com,637628137,929265345
Nídia Pacheco Lourenço Torres Neto,Avenida da Associação Empresarial de Portugal Nº355,5728-361,Nídia.Neto@mundo.pt,319931271,921328052
Marília Raposo Rocha Jesus,Alameda Arquitecto Carlos Ramos Nº714,9637-195,Marília.Jesus@outlook.pt,560303965,919447138
Mélanie Alves Simões,Alameda dos Capitães de Abril Nº642,8848-333,Mélanie.Simões@trabalho.pt,620677473,933882925
Damian Araújo Gonçalves Carneiro Batista,Avenida de Fernão de Magalhães Nº538,1987-374,Damian.Batista@gmail.com,563801278,920786580
Jaime Lohan Loureiro,Bairro de Ramalde Nº915,9245-393,Jaime.Loureiro@outlook.com,751362301,931257594
Nilson Carneiro Ferreira,Bairro de Casas Económicas da Azenha Nº27,9692-352,Nilson.Ferreira@isec.pt,409351594,924182349
Elena Lígia Torres Cunha,Beco do Arrabalde Nº357,3637-499,Elena.Cunha@mundo.pt,467373709,923406327
Artem Anton Coelho Jesus Pires,Beco do Belo Nº704,6471-062,Artem.Pires@mundo.pt,689977895,912005222
Luciano Felipe Esteves Lima Teixeira,Avenida de Rodrigues de Freitas Nº875,7399-023,Luciano.Teixeira@isec.pt,286698966,921603289
Paloma Mercês Jesus Lourenço Pacheco Miranda,Avenida de Fernão de Magalhães Nº113,8634-718,Paloma.Miranda@trabalho.pt,658337513,924685879
Daisy Rebeca Almeid,Avenida de D. Afonso Henriques Nº150,3985-999,Daisy.Almeid@trabalho.pt,476498156,926624336
Catarina Ribeiro Ribeiro,Beco da Senhora da Luz Nº631,4426-919,Catarina.Ribeiro@outlook.pt,373306451,933358053
Álvaro Vinicius Moura Silva Neves Lourenço,Bairro de Casas Económicas do Ilhéu Nº583,5889-942,Álvaro.Lourenço@trabalho.pt,571967292,911556678
Oriana Salomé Domingues,Avenida do Dr. Antunes Guimarães Nº940,6165-545,Oriana.Domingues@outlook.com,308665547,960965198
Américo Neto,Avenida dos Aliados Nº88,4114-173,Américo.Neto@outlook.com,728627569,923821130
Ísis Miranda Borges Henriques,Alameda dos Capitães de Abril Nº316,3867-833,Ísis.Henriques@mundo.pt,734209136,914290413
Cléo Bárbara Pinho Fernandes Valente,Bairro de Casas Económicas da Boavista-Vilarinha Nº692,9334-664,Cléo.Valente@hotmail.com,383489521,914220154
Estêvão Simão Raposo,Beco do Meiral Nº589,9649-087,Estêvão.Raposo@gmail.com,388864856,919916349
Iris Torres,Bairro de Casas Económicas do Ilhéu Nº328,3522-602,Iris.Torres@trabalho.pt,414550067,912772380
Lúcia Miranda Nunes Machado Silva Lopes,Alameda do Dr. António Macedo Nº450,3589-882,Lúcia.Lopes@hotmail.com,323671958,965966769
Cauã Reis Freitas Cunha,Avenida de D. Carlos I Nº827,4281-877,Cauã.Cunha@isec.pt,308139155,924845759
Isabelle Cléo Lima Ribeiro Campos Leite,Bairro de Pio XII Nº283,6369-678,Isabelle.Leite@hotmail.com,529936450,923022065
Cláudio Pires Barbosa,Avenida de Fernão de Magalhães Nº285,8916-850,Cláudio.Barbosa@mundo.pt,319368478,913833430
Brayan Ramos Rocha Morais,Bairro de Francos Nº393,7283-256,Brayan.Morais@isec.pt,743020266,929143840
Jennifer Torres,Bairro de Casas Económicas da Boavista-Vilarinha Nº404,5564-730,Jennifer.Torres@hotmail.com,772729367,936184160
Alexsandro Pinho Martins Leal,Avenida de Fernão de Magalhães Nº719,9411-882,Alexsandro.Leal@trabalho.pt,213900922,964257380
Filipe Rocha,Avenida de D. João II Nº703,3574-207,Filipe.Rocha@isec.pt,302995166,910325175
Raphaël Pacheco Miranda Machado,Avenida de Nun'Álvares Pereira Nº659,1921-678,Raphaël.Machado@outlook.com,427486271,912819076
Aaron Michael Miranda Freitas,Bairro de Manuel Cardoso Agrelos Nº950,9323-164,Aaron.Freitas@isec.pt,367349839,967916680
Abílio Amorim,Bairro de Francos Nº948,5922-123,Abílio.Amorim@outlook.com,379475361,928642933
Edward Nogueira Coelho Amorim Pinto,Alameda do Prof. Hernâni Monteiro Nº828,1925-888,Edward.Pinto@outlook.com,648771597,967707846
Victoria Micaela Azevedo,A Triste-Feia Nº188,5788-147,Victoria.Azevedo@gmail.com,611690610,960071168
Matei Alexandre Cruz Nogueira Oliveira Neto,Beco do Arrabalde Nº647,6585-815,Matei.Neto@trabalho.pt,416973522,968162829
Flávio Domingues Pires Miranda,Beco de Passos Manuel Nº721,6924-250,Flávio.Miranda@outlook.pt,728374619,931606111
Ryan Morais Mota Figueiredo Melo,Bairro de Casas Económicas de Paranhos Nº648,6577-334,Ryan.Melo@hotmail.com,429413039,939398808
Liam Lima Oliveira Reis Leal,Avenida de Nun'Álvares Pereira Nº786,6878-546,Liam.Leal@hotmail.com,606311101,920350304
Tony Fernandes Reis Ferreira,Avenida de Vímara Peres Nº11,4832-603,Tony.Ferreira@hotmail.com,532495852,910873594
Caleb Wesley Branco Lima Fernandes Ribeiro,Alameda do Prof. Ruy Luís Gomes Nº988,4314-326,Caleb.Ribeiro@trabalho.pt,298096366,914449699
Jennifer Martins Cunha Amorim,Alameda de Cartes 	Campanhã Nº25,9132-663,Jennifer.Amorim@mundo.pt,762372476,938451023
Giovanni Wagner Gonçalves,Avenida de Rodrigues de Freitas Nº244,3789-345,Giovanni.Gonçalves@isec.pt,647318691,920886819
Yasser Hélio Azevedo Sousa Teixeira Matos,Alameda de Cláudio Carneiro Nº941,7533-340,Yasser.Matos@mundo.pt,257106167,929837865
Frederica Alessia Silva Amaral Antunes,Bairro do Falcão Nº255,7564-890,Frederica.Antunes@mundo.pt,392496428,937693744
Aida Aurora Morais,Bairro de Casas Económicas das Condominhas Nº304,4565-526,Aida.Morais@gmail.com,761788141,938883169
Valentino Coelho,Alameda dos Capitães de Abril Nº869,6738-087,Valentino.Coelho@hotmail.com,485344935,910475952
Clara Cardoso Nogueira Sousa Teixeira,Bairro de Pio XII Nº711,6277-421,Clara.Teixeira@mundo.pt,681774993,964049965
Vânia Nogueira Barros Leite Moreira,Alameda do Prof. Hernâni Monteiro Nº568,4644-643,Vânia.Moreira@mundo.pt,646714747,938888696
Mateo Euclides Castro Sá,Beco da Senhora da Luz Nº899,6788-329,Mateo.Sá@hotmail.com,278079691,969845507
Natã Vicente Marques,Bairro do Falcão Nº285,1936-161,Natã.Marques@isec.pt,739757187,912438035
Lúcia Garcia Gaspar Andrade Nunes,Beco do Outeiro Nº621,8743-780,Lúcia.Nunes@mundo.pt,412734335,915427766
Frederico Nilton Nunes Neves Azevedo Marques,Avenida José Domingues dos Santos Nº914,1874-767,Frederico.Marques@outlook.pt,480306431,964506966
Alexandru Correia Morais Martins,Bairro do Regado Nº931,4931-110,Alexandru.Martins@outlook.pt,685148044,916793164
Inês Lisandra Jesus Teixeira Macedo,Beco do Machado Nº645,5187-226,Inês.Macedo@outlook.com,716031335,967992237
Alina Jesus,Bairro do Outeiro Nº573,7313-002,Alina.Jesus@hotmail.com,774922199,931683250
Vinício Yannick Anjos Leite Costa,Avenida José Domingues dos Santos Nº671,1336-817,Vinício.Costa@outlook.pt,492201450,960629368
Mike kévim Ribeiro Coelho,Alameda das Fontainhas Nº782,4227-765,Mike.Coelho@mundo.pt,717400452,938622040
Adonai Esteves Alves,Beco do Pedregulho Nº665,1779-997,Adonai.Alves@isec.pt,740627213,928888561
Timur Jónatas Lima Matias,Bairro de Manuel Cardoso Agrelos Nº174,7564-625,Timur.Matias@outlook.pt,349703406,914085245
Elisa Rosana Machado,Rua do Açúcar Nº295,1159-699,Elisa.Machado@hotmail.com,457094964,921167809
Lisandro Pinto Abreu Gonçalves,Azinhaga da Bruxa Nº34,1967-570,Lisandro.Gonçalves@mundo.pt,616535547,966359612
Adriano Cunha,Rua dos Sete Céus Nº939,8647-968,Adriano.Cunha@outlook.com,247416965,961112567
Amaro Cunha Melo Antunes,Beco do Pedregulho Nº926,3135-560,Amaro.Antunes@mundo.pt,324166488,930045642
Denzel Simon Figueiredo Vieira,Beco do Machado Nº38,4879-350,Denzel.Vieira@outlook.pt,660923505,968801158
Estrela Letícia Tavares Cunha Nunes,Avenida 25 de Abril Nº732,3985-577,Estrela.Nunes@outlook.pt,356360486,916032344
Salvador Teixeira,Bairro de Ramalde Nº852,2513-882,Salvador.Teixeira@mundo.pt,231473672,918554971
Stefan Leal,Avenida de Vasco da Gama Nº617,9617-352,Stefan.Leal@gmail.com,437854427,914629390
Estevão Garcia,Avenida do Brasil Nº786,1669-291,Estevão.Garcia@gmail.com,311213201,926894868
Bo Emídio Lopes Pinheiro Gomes,Beco do Meiral Nº331,9528-288,Bo.Gomes@outlook.pt,608591309,924285381
Marcelino Costa Loureiro Loureiro Assunção,Azinhaga da Bruxa Nº864,3331-138,Marcelino.Assunção@hotmail.com,280251438,925792775
Mikael Rogério Magalhães Castro Andrade Ramos,Alameda do Dr. António Macedo Nº877,9481-512,Mikael.Ramos@outlook.com,405180514,911554376
Cláudio Josias Fonseca Lima Gonçalves Gonçalves,Beco do Preto Nº738,9356-355,Cláudio.Gonçalves@outlook.pt,744477288,934478490
Aron Sisley Mendes Matias Leite Teixeira,Alameda do Dr. Fernando de Azeredo Antas Nº455,8969-747,Aron.Teixeira@hotmail.com,423292763,931840440
Alexandra Vicente,Avenida de Paiva Couceiro Nº229,6697-506,Alexandra.Vicente@outlook.pt,612407810,936542819
Maura Jacinta Santos,Avenida de Vímara Peres Nº913,7936-737,Maura.Santos@outlook.com,462635337,936397405
Andreea Liliana Borges,Avenida de D. Afonso Henriques Nº531,1289-937,Andreea.Borges@outlook.pt,787942101,916365140
Ivandro Daniel Costa,Alameda do Prof. Ruy Luís Gomes Nº629,7523-211,Ivandro.Costa@hotmail.com,289336873,935951003
Luz Antunes Macedo,Beco da Bicha Nº316,7545-760,Luz.Macedo@outlook.pt,508894668,939667718
Augusto Apolo Carneiro Ferreira Rocha Costa,Avenida de Sidónio Pais Nº924,3668-939,Augusto.Costa@outlook.pt,747935517,937927679
Morgana Gaspar Lourenço Ferreira Domingues,Bairro de Casas Económicas das Condominhas Nº488,3244-460,Morgana.Domingues@isec.pt,432395184,929371006
Isadora Nayara Maia Costa Araújo,Avenida do Parque Nº653,8496-292,Isadora.Araújo@mundo.pt,257362609,928648225
Sarai Sofia Araújo Nogueira Esteves Carneiro,Beco de S. Marçal Nº199,6572-601,Sarai.Carneiro@gmail.com,334967269,934378602
Dilan Rodrigues Henriques Marques Assunção,Avenida de Vímara Peres Nº214,4655-270,Dilan.Assunção@isec.pt,560292952,918423495
Salomé Matias Coelho,Avenida de Vasco da Gama Nº920,1423-288,Salomé.Coelho@outlook.com,624465298,937209341
Martina Ruth Lopes Borges Oliveira,Bairro do Viso Nº581,8287-312,Martina.Oliveira@hotmail.com,400467970,910380408
Adão Cruz Nascimento,Bairro do Dr. Nuno Pinheiro Torres Nº781,1565-525,Adão.Nascimento@mundo.pt,768889292,912834488
Adolfo Quévin Martins Matias Valente Machado,Beco do Meiral Nº702,7681-401,Adolfo.Machado@trabalho.pt,576757715,963224261
Vasco Serafim Garcia Barros,Beco do Paço Nº310,7569-859,Vasco.Barros@isec.pt,439153846,930837838
Verónica Leticia Branco Antunes,Avenida de Montevideu Nº99,3129-548,Verónica.Antunes@outlook.pt,344472980,969224379
Théo Alves Abreu Ferreira,Avenida do Dr. Antunes Guimarães Nº702,6861-019,Théo.Ferreira@outlook.com,365178694,961350984
Jason Domingues,Bairro de São João de Deus Nº30,5562-664,Jason.Domingues@hotmail.com,619031558,910160941
Esmeralda Monteiro Magalhães Simões,Avenida Flor da Rosa Nº328,7196-418,Esmeralda.Simões@outlook.com,335463693,928421245
Eduarda Denise Teixeira Barbosa Mendes,Travessa da Amorosa Nº662,4721-661,Eduarda.Mendes@hotmail.com,371084289,965376080
Mikel Denilson Rocha Pacheco Macedo,Beco do Arrabalde Nº308,1496-036,Mikel.Macedo@mundo.pt,300397260,918070752
Keyla Liliana Raposo Neves Silva Pinho,Bairro da Rainha D. Leonor Nº489,3484-615,Keyla.Pinho@outlook.pt,552557845,961244956
Matei Edilson Teixeira Melo Borges,Avenida de Nun'Álvares Pereira Nº223,2878-266,Matei.Borges@outlook.pt,370894072,925036216
Haniel Gonçalves Pereira Morais,Bairro de Casas Económicas de António Aroso Nº263,5638-183,Haniel.Morais@trabalho.pt,752234501,933814525
Mélanie Oceana Magalhães Alves Macedo,Bairro de São Vicente de Paulo Nº723,4672-584,Mélanie.Macedo@outlook.pt,390953669,964005019
Andrea Miranda Marques Soares Abreu Brito,Alameda das Antas Nº297,7932-759,Andrea.Brito@outlook.com,767151323,968971192
Aisha Sousa,Bairro do Lagarteiro Nº20,8878-214,Aisha.Sousa@hotmail.com,321708776,969017394
Estevão Marlon Campos,Bairro do Bom Sucesso Nº746,2571-290,Estevão.Campos@mundo.pt,797419473,920332087
Esperança Mendes Pires Cunha Amorim,Bairro de São João de Deus Nº165,6468-944,Esperança.Amorim@mundo.pt,254375499,923040622
Bogdan Rodolfo Andrade Miranda,Alameda Arquitecto Carlos Ramos Nº950,8662-003,Bogdan.Miranda@outlook.pt,774538067,910545372
Maksym Heitor Costa,Beco de S. João da Foz Nº478,9786-109,Maksym.Costa@outlook.com,480248711,928471265
Francesco Silva,Bairro de São Vicente de Paulo Nº166,3451-234,Francesco.Silva@hotmail.com,641072636,964206839
Isabella Cardoso Moura Almeid Batista,Avenida de Rodrigues de Freitas Nº892,6241-422,Isabella.Batista@isec.pt,781684602,937612029
Alexia Margarida Paiva,Bairro de São João de Deus Nº510,5656-498,Alexia.Paiva@gmail.com,500900693,931665529
Matias Estêvão Neto,Alameda das Antas Nº765,7127-136,Matias.Neto@hotmail.com,306114159,938466950
Fátima Anaís Rodrigues Pinho Amorim,Beco de Carreiras Nº698,5144-703,Fátima.Amorim@mundo.pt,496609064,928284042
Francesco Sá Freitas Guerreiro Rodrigues,Bairro de Ramalde Nº126,7652-695,Francesco.Rodrigues@hotmail.com,553960820,920114983
Félix Serafim Cardoso Teixeira,Bairro do Falcão Nº359,4539-493,Félix.Teixeira@isec.pt,314802815,916295280
Isabella Mel Teixeira Brito Monteiro Neto,Alameda de Eça de Queirós Nº919,2798-603,Isabella.Neto@outlook.pt,459399595,924704302
Teodor Raposo Pereira Matos Loureiro,Alameda do Prof. Ruy Luís Gomes Nº276,7167-280,Teodor.Loureiro@outlook.com,377169092,915384114
Gui Jonathan Nunes,Bairro do Aleixo Nº206,7416-524,Gui.Nunes@outlook.com,752135578,969712280
Bernardo Davide Gomes,Beco de Passos Manuel Nº479,4233-074,Bernardo.Gomes@mundo.pt,410790908,925414348
Valentyn Mendes Alves,Alameda dos Capitães de Abril Nº812,7555-950,Valentyn.Alves@outlook.pt,458251924,918585888
Ricardo Quévin Macedo Carneiro,Bairro de Pio XII Nº836,2332-360,Ricardo.Carneiro@outlook.pt,480217790,939429733
Moisés Marco Esteves Alves Faria,Alameda das Fontainhas Nº29,2372-750,Moisés.Faria@outlook.pt,356886951,937128266
Bárbara Rodrigues Antunes Faria Vicente,Avenida de Fontes Pereira de Melo Nº707,4384-907,Bárbara.Vicente@isec.pt,461242294,964113311
Márcia Simone Melo,Bairro de São Roque da Lameira Nº973,7762-181,Márcia.Melo@isec.pt,423723334,921478579
Flávia Azevedo,Beco do Arrabalde Nº189,1933-775,Flávia.Azevedo@isec.pt,201684767,967081564
Vincent Jun Garcia,Avenida do Bessa Nº339,5186-476,Vincent.Garcia@mundo.pt,733151237,914693609
Aida Vieira Reis,Avenida Flor da Rosa Nº93,5556-883,Aida.Reis@isec.pt,582805937,966017895
Andrea Batista Neves,Beco de Passos Manuel Nº165,5983-309,Andrea.Neves@isec.pt,551836048,964993368
Sophia Coelho Faria Abreu Pacheco,Beco do Machado Nº501,9551-314,Sophia.Pacheco@isec.pt,304705659,916216635
Valério Faria Carvalho Magalhães Costa,Alameda do Prof. Ruy Luís Gomes Nº356,8724-094,Valério.Costa@mundo.pt,262201533,915451500
Fernanda Andrea Garcia,Bairro de São Vicente de Paulo Nº162,4198-478,Fernanda.Garcia@outlook.pt,633846937,921486231
Margarida Branco Maia,Avenida da BoavistaOuro e Massarelos Nº499,1538-983,Margarida.Maia@outlook.pt,383072393,969069935
Frederica Sophie Faria Fernandes,Alameda das Fontainhas Nº396,1225-064,Frederica.Fernandes@hotmail.com,593274232,910327462
Danilo Soares Rodrigues Mendes Barbosa,Avenida de D. Afonso Henriques Nº622,5296-459,Danilo.Barbosa@isec.pt,610062222,968387193
Daniil Campos Macedo Pires Alves,Bairro do Dr. Nuno Pinheiro Torres Nº822,7639-053,Daniil.Alves@trabalho.pt,537991468,961825796
Nélson Valentyn Pinheiro,Avenida do Brasil Nº714,9891-020,Nélson.Pinheiro@isec.pt,271669719,919347007
Larissa Carneiro Paiva Andrade,Beco do Belo Nº77,4815-953,Larissa.Andrade@outlook.com,477510162,963698916
Jadir Garcia Assunção Torres Domingues,Alameda das Fontainhas Nº203,7217-322,Jadir.Domingues@outlook.com,371752126,921957648
Yannis Hussein Amorim Miranda Lima Borges,Alameda de Cartes 	Campanhã Nº876,4833-208,Yannis.Borges@mundo.pt,423264276,910295664
Mercedes Moreira,Avenida de Fernão de Magalhães Nº994,7918-477,Mercedes.Moreira@outlook.com,681729600,930520475
Fatumata Linda Campos Torres Leite,Beco do Preto Nº408,4958-223,Fatumata.Leite@gmail.com,302209751,929626641
Isis Gaspar Gaspar,Escadinhas da Porta do Carro Nº932,5815-058,Isis.Gaspar@outlook.pt,677508205,938990940
Isa Amália Oliveira,Bairro do Carvalhido Nº232,1257-919,Isa.Oliveira@outlook.com,512973892,962654098
Marisa Íris Vieira Sá,Alameda de 25 de Abril Nº321,6798-076,Marisa.Sá@outlook.com,718328931,910139959
Isaque Oliveira Neto Freitas,Bairro de Casas Económicas de Marechal Gomes da Costa Nº853,8259-304,Isaque.Freitas@hotmail.com,280017958,919072445
Dalton Isaías Esteves Andrade,Alameda das Antas Nº843,7763-904,Dalton.Andrade@outlook.com,533574784,928330837
Édi Samir Guerreiro Baptista,Beco da Beneditina Nº204,8776-895,Édi.Baptista@isec.pt,430949953,932725644
Yasser Mota Fonseca,Travessa da Amorosa Nº699,4688-867,Yasser.Fonseca@hotmail.com,701613178,934624988
Elisei Mike Alves Pereira,Avenida do Bessa Nº360,8229-787,Elisei.Pereira@isec.pt,200545123,923609797
Bárbara Elisa Henriques Rocha,Avenida de Paiva Couceiro Nº500,9767-487,Bárbara.Rocha@outlook.pt,333687002,965205550
Noa Leonor Ferreira Branco Vicente,Bairro do Cerco do Porto Nº277,9695-253,Noa.Vicente@outlook.com,454212950,912641466
Vladimir Almeid Anjos Amaral,Bairro do Dr. Nuno Pinheiro Torres Nº590,1438-541,Vladimir.Amaral@outlook.com,372914176,929936617
Brenda Fonseca Nogueira,Alameda de Basílio Teles Nº235,4337-802,Brenda.Nogueira@outlook.pt,454528225,931727543
Lia Diva Brito Abreu,Bairro Herculanoo Nº777,8599-411,Lia.Abreu@outlook.com,719113636,964901656
Vanessa Samara Neto Carneiro,Beco do Pedregulho Nº668,4236-433,Vanessa.Carneiro@trabalho.pt,239370733,961507481
Maísa Guerreiro Gomes,Avenida de Montevideu Nº393,9249-921,Maísa.Gomes@mundo.pt,236930517,930771059
Abílio Arnaldo Domingues Pinto,Bairro de São Vicente de Paulo Nº979,5114-779,Abílio.Pinto@hotmail.com,542976398,928415938
Rafaela Isabel Pinho Pires,Bairro da Agra do Amial Nº62,5286-595,Rafaela.Pires@outlook.com,453362630,962065397
Andrea Gisela Guerreiro Almeid,Bairro Herculanoo Nº39,9261-571,Andrea.Almeid@gmail.com,584141048,920350436
Marta Ângela Campos Domingues,Bairro de Ramalde Nº10,5869-567,Marta.Domingues@gmail.com,644681228,917480862
Víctor Matheus Soares Anjos Gonçalves Baptista,Avenida de Vasco da Gama Nº839,9972-053,Víctor.Baptista@outlook.pt,591319587,928190028
Simon Maxim Andrade Morais Barbosa,Avenida de Rodrigues de Freitas Nº233,6675-502,Simon.Barbosa@hotmail.com,645841141,967291351
Thomaz Melo Raposo Sá,Beco de Bonjóia Nº75,7761-523,Thomaz.Sá@gmail.com,405404761,964199615
Elson Joaquim Almeid Leite Amaral,Alameda de Aquilino Ribeiro Nº125,2124-184,Elson.Amaral@hotmail.com,723108327,920180106
Sabrina Sá Martins,Bairro Herculanoo Nº261,7224-402,Sabrina.Martins@outlook.pt,373046739,960274948
Jan Machado Vieira,Bairro de Casas Económicas da Boavista-Vilarinha Nº283,2933-668,Jan.Vieira@outlook.pt,611246765,931973525
Marino Henriques Fernandes Domingues Miranda,Beco do Campo Nº265,2436-361,Marino.Miranda@gmail.com,468079443,921140042
Carolina Lopes,Avenida de D. João II Nº169,6982-400,Carolina.Lopes@mundo.pt,469050033,921273521
Kauê Guerreiro Anjos Lourenço,Avenida do Conselho da Europa Nº58,5218-225,Kauê.Lourenço@hotmail.com,462010742,923681591
Nara Jesus,Avenida de D. João II Nº744,7173-769,Nara.Jesus@outlook.pt,795443187,913192691
Viviana Vieira Almeid,Beco de Bonjóia Nº274,7755-840,Viviana.Almeid@gmail.com,285749051,932453106
Kévim Nunes Baptista Matias Leite,Alameda de 25 de Abril Nº47,5346-553,Kévim.Leite@hotmail.com,538368179,917287978
Olívia Fonseca Barros Brito,Beco do Meiral Nº945,7139-990,Olívia.Brito@outlook.pt,583799784,916320401
Teresa Serena Borges Almeid Batista Sousa,Avenida de Sidónio Pais Nº355,5864-718,Teresa.Sousa@isec.pt,561022214,965170121
Toni Monteiro Gonçalves,Alameda de Cartes 	Campanhã Nº28,7256-907,Toni.Gonçalves@trabalho.pt,665666686,932014783
Euclides Cardoso Branco,Beco da Beneditina Nº599,7374-065,Euclides.Branco@hotmail.com,478957771,963609998
Sidnei Baptista Coelho Castro Antunes,Bairro de Casas Económicas da Azenha Nº62,3295-065,Sidnei.Antunes@gmail.com,781356712,911685794
Eva Santos Matias Mota Barbosa,Beco do Paço Nº244,9582-797,Eva.Barbosa@gmail.com,351101243,916889312
Aron Lopes Sousa Moura,Bairro do Viso Nº148,5595-430,Aron.Moura@hotmail.com,201843801,927159118
Adonai Carlos Araújo,Avenida de Paiva Couceiro Nº411,6123-847,Adonai.Araújo@isec.pt,436798114,939477943
Mike Garcia Cruz,Alameda das Antas Nº162,5892-292,Mike.Cruz@mundo.pt,764186847,921845049
Ian Gonçalves Nogueira Ribeiro Vaz,Avenida de D. João II Nº103,1462-740,Ian.Vaz@trabalho.pt,392111015,914430447
Iris Telma Valente Pinheiro Gomes,Avenida do Conselho da Europa Nº999,4754-741,Iris.Gomes@isec.pt,472905223,934421502
Abraão Jun Pereira Pacheco Loureiro,Azinhaga da Bruxa Nº366,7482-560,Abraão.Loureiro@hotmail.com,238598257,917837003
Sabrina Penélope Pereira,Beco do Campo Nº136,2676-964,Sabrina.Pereira@outlook.com,311222798,916520626
Michelle Michele Borges,Bairro de Casas Económicas de Paranhos Nº591,7578-844,Michelle.Borges@trabalho.pt,710301142,929892856
Dennis Brito,Bairro da Pasteleira Nº375,7239-972,Dennis.Brito@hotmail.com,588464261,918412460
Roberta Natália Reis Teixeira Sá Brito,Bairro de Casas Económicas da Azenha Nº158,4247-707,Roberta.Brito@isec.pt,270740819,931868552
Haniel Marques Marques Borges,Alameda do Prof. Ruy Luís Gomes Nº825,3334-616,Haniel.Borges@mundo.pt,508023014,921401017
Brayan Asael Azevedo Antunes,Avenida da BoavistaOuro e Massarelos Nº546,4731-756,Brayan.Antunes@outlook.pt,238055879,916848762
Liane Carvalho Teixeira,Escadinhas da Porta do Carro Nº649,9669-721,Liane.Teixeira@outlook.pt,346240398,913252193
Paloma Ferreira Almeid Jesus,Avenida do Parque Nº795,3762-411,Paloma.Jesus@hotmail.com,418682647,933330799
Suria Leonor Abreu Gomes Antunes Lopes,Bairro Herculanoo Nº942,2384-839,Suria.Lopes@isec.pt,786911698,937383450
